f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
11.879220008850098,1.1258670091629028,1.2018840312957764,0.7057183980941772,0.06861624866724014,1.2243030071258545,8.778519630432129,11.836899757385254,3.396514892578125,2.465648889541626,0
10.568429946899414,1.0097060203552246,1.4689699411392212,0.9880058169364929,1.2522469758987427,3.6940720081329346,8.92794132232666,11.583970069885254,3.109117031097412,3.5259149074554443,1
10.51842975616455,3.2078280448913574,1.8695980310440063,3.5991640090942383,3.619507074356079,0.29116469621658325,7.433724880218506,10.825189590454102,3.971308946609497,1.0255290269851685,1
10.936309814453125,2.9040229320526123,1.7360550165176392,1.8348679542541504,1.269400954246521,1.5911450386047363,6.985459804534912,11.381629943847656,4.650611877441406,0.7597066760063171,0
10.904170036315918,1.2688349485397339,1.4689699411392212,0.2822873890399933,-0.051462188363075256,0.32707929611206055,8.815875053405762,11.98865032196045,3.396514892578125,1.0058939456939697,0
10.968460083007812,2.6895720958709717,0.5341708064079285,0.14114369451999664,0.0,1.2871530055999756,7.769924163818359,12.039239883422852,4.389341831207275,0.9613385796546936,0
9.850537300109863,0.8935455083847046,0.6677135229110718,0.0,0.0,0.4078871011734009,8.554387092590332,11.786310195922852,3.6055309772491455,2.1786820888519287,0
10.71487045288086,1.1079959869384766,1.2018840312957764,0.19760119915008545,0.06861624866724014,0.6304293274879456,8.778519630432129,11.836899757385254,3.3703880310058594,1.2241400480270386,1
11.307760238647461,0.6969655156135559,2.270226001739502,2.230070114135742,1.561020016670227,2.7904350757598877,8.965296745300293,10.420510292053223,2.3775599002838135,2.4686689376831055,0
11.682780265808105,3.0023128986358643,1.4689699411392212,0.7998142242431641,0.42885148525238037,0.32772061228752136,7.284304141998291,11.381629943847656,4.415469169616699,0.8714727163314819,1
9.054064750671387,3.1006031036376953,0.8012561798095703,1.8395730257034302,2.8132660388946533,0.6374840140342712,7.769924163818359,11.634559631347656,4.180325984954834,1.017976999282837,0
10.489859580993652,0.11616089940071106,1.4689699411392212,0.7621759176254272,0.4974677860736847,1.442355990409851,7.807279109954834,10.976949691772461,3.7622931003570557,0.3458704948425293,1
10.100549697875977,0.2769990861415863,3.338567018508911,0.7198327779769897,0.7890868186950684,0.9857271909713745,7.657857894897461,9.004134178161621,2.5343220233917236,1.34647798538208,1
11.532770156860352,2.9308290481567383,1.2018840312957764,0.14114369451999664,0.1029243990778923,3.7088229656219482,7.433724880218506,11.634559631347656,4.441596031188965,0.5905473828315735,0
9.13978385925293,1.5368980169296265,4.139823913574219,1.557284951210022,-0.6861624717712402,0.25011950731277466,8.330254554748535,11.938070297241211,3.1613709926605225,0.7944447994232178,0
10.918450355529785,0.7237718105316162,2.670854091644287,1.594923973083496,0.8062409162521362,2.7282259464263916,9.077363014221191,10.167590141296387,2.090162992477417,1.8652839660644531,0
11.232760429382324,1.6530590057373047,0.40062808990478516,2.9451980590820312,-0.8405489921569824,0.41173508763313293,8.218189239501953,12.190990447998047,4.101944923400879,0.963604211807251,1
9.050493240356445,1.0633189678192139,2.937938928604126,1.1009210348129272,1.1150139570236206,0.6394079923629761,9.376206398010254,10.825189590454102,2.0640358924865723,0.5286229848861694,0
11.118459701538086,1.6351879835128784,0.5341708064079285,0.14114369451999664,0.0,1.2672719955444336,8.25554370880127,12.24158000946045,4.101944923400879,1.7029210329055786,1
10.243419647216797,0.07148364186286926,1.7360550165176392,1.60903799533844,1.2522469758987427,2.059957981109619,7.62050199508667,10.774609565734863,3.7884199619293213,0.8503277897834778,1
8.468318939208984,2.448314905166626,3.2050249576568604,1.646675944328308,0.7890868186950684,0.13467970490455627,5.603311061859131,12.039239883422852,5.852456092834473,0.5875266790390015,0
